id,name,district,intro,hint1,hint2,hint3,fact1,fact2,fact3,difficulty,lat,lon,image_url
70,Namdroling Monastery (Golden Temple),Coorg,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Tibetan Buddhist monastery with golden statues.,"It's a well-known temple, popular for spiritual visit.","Visitors flock here for spiritual visit, meditation, photography -- a well-loved spot in Coorg district.",Category: Temple,Known for: Tibetan Buddhist monastery with golden statues,"Popular activities: Spiritual visit, Meditation, Photography",easy,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Namrodoling_Monastery_Bylakuppe2.jpg/500px-Namrodoling_Monastery_Bylakuppe2.jpg
73,Omkareshwara Temple,Coorg,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Unique temple with Islamic and Gothic architecture.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, architecture study -- a well-loved spot in Coorg district.",Category: Temple,Known for: Unique temple with Islamic and Gothic architecture,"Popular activities: Pilgrimage, Architecture study",easy,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Tadiandamol_Valley%2C_Western_Ghats.jpg/500px-Tadiandamol_Valley%2C_Western_Ghats.jpg
76,Mallalli Falls,Coorg,"Somewhere in Karnataka, this waterfall holds a story worth uncovering.",Stunning multi-tiered waterfall in Pushpagiri Hills.,"It's a well-known waterfall, popular for trekking.","Visitors flock here for trekking, photography, nature appreciation -- a well-loved spot in Coorg district.",Category: Waterfall,Known for: Stunning multi-tiered waterfall in Pushpagiri Hills,"Popular activities: Trekking, Photography, Nature appreciation",easy,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Mallalli_falls_1.jpg/500px-Mallalli_falls_1.jpg
79,Brahmagiri Wildlife Sanctuary,Coorg,"Somewhere in Karnataka, this waterfall holds a story worth uncovering.",Home to various wildlife and Iruppu Falls.,"It's a well-known waterfall, popular for trekking.","Visitors flock here for trekking, bird watching, wildlife spotting -- a well-loved spot in Coorg district.",Category: Waterfall,Known for: Home to various wildlife and Iruppu Falls,"Popular activities: Trekking, Bird watching, Wildlife spotting",easy,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Tadiandamol_Valley%2C_Western_Ghats.jpg/500px-Tadiandamol_Valley%2C_Western_Ghats.jpg
62,Talakaveri,Coorg,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Source of River Kaveri.,"It's a well-known attraction, popular for pilgrimage.","Visitors flock here for pilgrimage, scenic views, nature appreciation -- a well-loved spot in Coorg district.",Category: Attraction,Known for: Source of River Kaveri,"Popular activities: Pilgrimage, Scenic views, Nature appreciation",medium,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Thalakkaveri_Temple%2C_Karnataka.jpg/500px-Thalakkaveri_Temple%2C_Karnataka.jpg
65,Padi Igguthappa Templs,Coorg,"Somewhere in Karnataka, this temple holds a story worth uncovering.",more than 200 year old shrine(temple) in kakkabe.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, scenic views, nature appreciation -- a well-loved spot in Coorg district.",Category: Temple,Known for: more than 200 year old shrine(temple) in kakkabe,"Popular activities: Pilgrimage, Scenic views, Nature appreciation",medium,12.3375,75.8069,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Padi%20Igguthappa%20Templs
68,Bhagamandala,Coorg,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Confluence of three rivers.,"It's a well-known attraction, popular for pilgrimage.","Visitors flock here for pilgrimage, river bathing -- a well-loved spot in Coorg district.",Category: Attraction,Known for: Confluence of three rivers,"Popular activities: Pilgrimage, River bathing",medium,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Bhagamandala_Birdseye_View_Coorg_Feb24_A7C_09524.jpg/500px-Bhagamandala_Birdseye_View_Coorg_Feb24_A7C_09524.jpg
71,Tadiandamol Peak,Coorg,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Highest peak in this region.,"It's a well-known attraction, popular for trekking.","Visitors flock here for trekking, camping, nature photography -- a well-loved spot in Coorg district.",Category: Attraction,Known for: Highest peak in Coorg,"Popular activities: Trekking, Camping, Nature photography",medium,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Tadiandamol_Valley%2C_Western_Ghats.jpg/500px-Tadiandamol_Valley%2C_Western_Ghats.jpg
74,Coffee Plantations,Coorg,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Vast estates growing coffee.,"It's a well-known attraction, popular for coffee tour.","Visitors flock here for coffee tour, photography, nature walks -- a well-loved spot in Coorg district.",Category: Attraction,Known for: Vast estates growing coffee,"Popular activities: Coffee tour, Photography, Nature walks",medium,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Tadiandamol_Valley%2C_Western_Ghats.jpg/500px-Tadiandamol_Valley%2C_Western_Ghats.jpg
77,Chelavara Falls,Coorg,"Somewhere in Karnataka, this waterfall holds a story worth uncovering.",Beautiful waterfall near Cheyyandane.,"It's a well-known waterfall, popular for photography.","Visitors flock here for photography, picnic, nature walks -- a well-loved spot in Coorg district.",Category: Waterfall,Known for: Beautiful waterfall near Cheyyandane,"Popular activities: Photography, Picnic, Nature walks",medium,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Tadiandamol_Valley%2C_Western_Ghats.jpg/500px-Tadiandamol_Valley%2C_Western_Ghats.jpg
80,Gaddige Raja's Tomb,Coorg,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Royal tombs with Indo-Saracenic architecture.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, photography, architecture appreciation -- a well-loved spot in Coorg district.",Category: Attraction,Known for: Royal tombs with Indo-Saracenic architecture,"Popular activities: History tour, Photography, Architecture appreciation",medium,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Raja%27s_Seat_View_Point.jpg/500px-Raja%27s_Seat_View_Point.jpg
63,Raja's Seat,Coorg,"Somewhere in Karnataka, this garden holds a story worth uncovering.",Seasonal garden with panoramic views of valleys.,"It's a well-known garden, popular for sunset viewing.","Visitors flock here for sunset viewing, toy train ride, photography -- a well-loved spot in Coorg district.",Category: Garden,Known for: Seasonal garden with panoramic views of valleys,"Popular activities: Sunset viewing, Toy train ride, Photography",hard,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/c/c6/Raja_seat_madikeri.JPG
66,Nisargadhama,Coorg,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Island with bamboo groves and a hanging bridge.,"It's a well-known attraction, popular for nature walks.","Visitors flock here for nature walks, boating, deer park visit -- a well-loved spot in Coorg district.",Category: Attraction,Known for: Island with bamboo groves and a hanging bridge,"Popular activities: Nature walks, Boating, Deer park visit",hard,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Nisargadhama_Hanging_Bridge.jpg/500px-Nisargadhama_Hanging_Bridge.jpg
69,Mandala Viewpoint,Coorg,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Hilltop offering panoramic views of valleys and hills.,"It's a well-known hill/viewpoint, popular for sunset viewing.","Visitors flock here for sunset viewing, photography, nature appreciation -- a well-loved spot in Coorg district.",Category: Hill/Viewpoint,Known for: Hilltop offering panoramic views of valleys and hills,"Popular activities: Sunset viewing, Photography, Nature appreciation",hard,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Pashupatinath_Temple_Nepal_IMG_7933_2018_15.jpg/500px-Pashupatinath_Temple_Nepal_IMG_7933_2018_15.jpg
72,Iruppu Falls,Coorg,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Cascading waterfall with a Shiva temple nearby.,"It's a well-known temple, popular for photography.","Visitors flock here for photography, nature walks, religious visit -- a well-loved spot in Coorg district.",Category: Temple,Known for: Cascading waterfall with a Shiva temple nearby,"Popular activities: Photography, Nature walks, Religious visit",hard,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Tadiandamol_Valley%2C_Western_Ghats.jpg/500px-Tadiandamol_Valley%2C_Western_Ghats.jpg
75,Honey Valley Estate,Coorg,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Organic farm and nature retreat.,"It's a well-known attraction, popular for nature stay.","Visitors flock here for nature stay, honey tasting, trekking -- a well-loved spot in Coorg district.",Category: Attraction,Known for: Organic farm and nature retreat,"Popular activities: Nature stay, Honey tasting, Trekking",hard,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Pusch_Ridge_from_Oro_Valley.jpg/500px-Pusch_Ridge_from_Oro_Valley.jpg
78,Harangi Dam,Coorg,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Reservoir built across the Harangi River.,"It's a well-known attraction, popular for picnic.","Visitors flock here for picnic, photography, boating (seasonal) -- a well-loved spot in Coorg district.",Category: Attraction,Known for: Reservoir built across the Harangi River,"Popular activities: Picnic, Photography, Boating (seasonal)",hard,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Tadiandamol_Valley%2C_Western_Ghats.jpg/500px-Tadiandamol_Valley%2C_Western_Ghats.jpg
81,Pushpagiri Wildlife Sanctuary,Coorg,"Somewhere in Karnataka, this wildlife sanctuary holds a story worth uncovering.",Known for trekking and diverse birdlife.,"It's a well-known wildlife sanctuary, popular for trekking.","Visitors flock here for trekking, bird watching, nature photography -- a well-loved spot in Coorg district.",Category: Wildlife Sanctuary,Known for: Known for trekking and diverse birdlife,"Popular activities: Trekking, Bird watching, Nature photography",hard,12.3375,75.8069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Tadiandamol_Valley%2C_Western_Ghats.jpg/500px-Tadiandamol_Valley%2C_Western_Ghats.jpg
41,Virupaksha Temple,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.","Ancient active Shiva temple, central to this region.","It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, architecture study, photography -- a well-loved spot in Hampi district.",Category: Temple,"Known for: Ancient active Shiva temple, central to Hampi","Popular activities: Pilgrimage, Architecture study, Photography",easy,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Complex_of_Virupaksha_Temple%2C_Hampi_%2804%29.jpg/500px-Complex_of_Virupaksha_Temple%2C_Hampi_%2804%29.jpg
44,Lotus Mahal,Hampi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Indo-Islamic architecture for royal ladies.,"It's a well-known attraction, popular for photography.","Visitors flock here for photography, architecture appreciation -- a well-loved spot in Hampi district.",Category: Attraction,Known for: Indo-Islamic architecture for royal ladies,"Popular activities: Photography, Architecture appreciation",easy,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Flat_elevation_of_Lotus_Mahal%2C_Hampi_%28Closeup%29.jpg/500px-Flat_elevation_of_Lotus_Mahal%2C_Hampi_%28Closeup%29.jpg
47,Queen's Bath,Hampi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Royal bathing complex with Indo-Islamic design.,"It's a well-known attraction, popular for architecture appreciation.","Visitors flock here for architecture appreciation, history tour -- a well-loved spot in Hampi district.",Category: Attraction,Known for: Royal bathing complex with Indo-Islamic design,"Popular activities: Architecture appreciation, History tour",easy,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
50,Stepped Tank (Pushkarani),Hampi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Sacred ceremonial tank.,"It's a well-known attraction, popular for photography.","Visitors flock here for photography, architecture appreciation -- a well-loved spot in Hampi district.",Category: Attraction,Known for: Sacred ceremonial tank,"Popular activities: Photography, Architecture appreciation",easy,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
53,Badavilinga Temple,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Large monolithic Shiva lingam.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, photography -- a well-loved spot in Hampi district.",Category: Temple,Known for: Large monolithic Shiva lingam,"Popular activities: Pilgrimage, Photography",easy,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/The_Magnificent_Siva_Lingam%2C_Hampi.jpg/500px-The_Magnificent_Siva_Lingam%2C_Hampi.jpg
56,Achyutaraya Temple,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Vivid ruins with a grand entrance.,"It's a well-known temple, popular for architecture study.","Visitors flock here for architecture study, trekking, photography -- a well-loved spot in Hampi district.",Category: Temple,Known for: Vivid ruins with a grand entrance,"Popular activities: Architecture study, Trekking, Photography",easy,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
59,Matanga Hill,Hampi,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Highest point in this region for sunrise/sunset.,"It's a well-known hill/viewpoint, popular for sunrise/sunset viewing.","Visitors flock here for sunrise/sunset viewing, trekking, photography -- a well-loved spot in Hampi district.",Category: Hill/Viewpoint,Known for: Highest point in Hampi for sunrise/sunset,"Popular activities: Sunrise/sunset viewing, Trekking, Photography",easy,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
42,Vitthala Temple,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Famous for musical pillars and stone chariot.,"It's a well-known temple, popular for architecture appreciation.","Visitors flock here for architecture appreciation, history tour, photography -- a well-loved spot in Hampi district.",Category: Temple,Known for: Famous for musical pillars and stone chariot,"Popular activities: Architecture appreciation, History tour, Photography",medium,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
45,Elephant Stables,Hampi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Domed chambers for royal elephants.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, photography -- a well-loved spot in Hampi district.",Category: Attraction,Known for: Domed chambers for royal elephants,"Popular activities: History tour, Photography",medium,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
48,Hampi Bazaar,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Ancient market street near Virupaksha Temple.,"It's a well-known temple, popular for shopping for souvenirs.","Visitors flock here for shopping for souvenirs, local food tasting, street photography -- a well-loved spot in Hampi district.",Category: Temple,Known for: Ancient market street near Virupaksha Temple,"Popular activities: Shopping for souvenirs, Local food tasting, Street photography",medium,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
51,Monolithic Nandi,Hampi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Large Nandi statue near this region Bazaar.,"It's a well-known attraction, popular for photography.","Visitors flock here for photography, religious visit -- a well-loved spot in Hampi district.",Category: Attraction,Known for: Large Nandi statue near Hampi Bazaar,"Popular activities: Photography, Religious visit",medium,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
54,Kadale Kalu Ganesha Temple,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Huge Ganesha statue carved from a single boulder.,"It's a well-known temple, popular for religious visit.","Visitors flock here for religious visit, photography -- a well-loved spot in Hampi district.",Category: Temple,Known for: Huge Ganesha statue carved from a single boulder,"Popular activities: Religious visit, Photography",medium,15.335,76.46,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Kadale%20Kalu%20Ganesha%20Temple
57,Tungabhadra River,Hampi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Scenic river for coracle rides.,"It's a well-known attraction, popular for coracle ride.","Visitors flock here for coracle ride, photography, relaxation -- a well-loved spot in Hampi district.",Category: Attraction,Known for: Scenic river for coracle rides,"Popular activities: Coracle ride, Photography, Relaxation",medium,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Hampi%2C_Tungabhadra_River%2C_India.jpg/500px-Hampi%2C_Tungabhadra_River%2C_India.jpg
60,Coracle Ride,Hampi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Traditional boat ride on Tungabhadra River.,"It's a well-known attraction, popular for river exploration.","Visitors flock here for river exploration, photography, unique experience -- a well-loved spot in Hampi district.",Category: Attraction,Known for: Traditional boat ride on Tungabhadra River,"Popular activities: River exploration, Photography, Unique experience",medium,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Coracles_River_Teifi.jpg/500px-Coracles_River_Teifi.jpg
43,Stone Chariot,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Iconic stone structure at Vitthala Temple.,"It's a well-known temple, popular for photography.","Visitors flock here for photography, architecture study -- a well-loved spot in Hampi district.",Category: Temple,Known for: Iconic stone structure at Vitthala Temple,"Popular activities: Photography, Architecture study",hard,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
46,Hemakuta Hill Temples,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Cluster of temples offering sunset views.,"It's a well-known temple, popular for sunset viewing.","Visitors flock here for sunset viewing, photography, temple visit -- a well-loved spot in Hampi district.",Category: Temple,Known for: Cluster of temples offering sunset views,"Popular activities: Sunset viewing, Photography, Temple visit",hard,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
49,Hazara Rama Temple,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Private royal temple with intricate carvings.,"It's a well-known temple, popular for architecture study.","Visitors flock here for architecture study, mythology exploration -- a well-loved spot in Hampi district.",Category: Temple,Known for: Private royal temple with intricate carvings,"Popular activities: Architecture study, Mythology exploration",hard,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
52,King's Balance,Hampi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Ancient balance for royal donations.,"It's a well-known attraction, popular for history study.","Visitors flock here for history study, photography -- a well-loved spot in Hampi district.",Category: Attraction,Known for: Ancient balance for royal donations,"Popular activities: History study, Photography",hard,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
55,Sasivekalu Ganesha Temple,Hampi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Ganesha statue with a cobra canopy.,"It's a well-known temple, popular for religious visit.","Visitors flock here for religious visit, photography -- a well-loved spot in Hampi district.",Category: Temple,Known for: Ganesha statue with a cobra canopy,"Popular activities: Religious visit, Photography",hard,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/500px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
58,Anjanadri Hill,Hampi,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.","Birthplace of Lord Hanuman, great sunset views.","It's a well-known hill/viewpoint, popular for trekking.","Visitors flock here for trekking, sunset viewing, religious visit -- a well-loved spot in Hampi district.",Category: Hill/Viewpoint,"Known for: Birthplace of Lord Hanuman, great sunset views","Popular activities: Trekking, Sunset viewing, Religious visit",hard,15.335,76.46,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Panorama_of_Hampi_from_Anjaneyadri_hill.jpg/500px-Panorama_of_Hampi_from_Anjaneyadri_hill.jpg
188,"Chennakeshava Temple, Belur",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",12th-century masterpiece of Hoysala architecture.,"It's a well-known temple, popular for architecture photography.","Visitors flock here for architecture photography, history tour, pilgrimage -- a well-loved spot in Hassan district.",Category: Temple,Known for: 12th-century masterpiece of Hoysala architecture,"Popular activities: Architecture photography, History tour, Pilgrimage",medium,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/The_Courtyard_of_Chennakesava_Temple_-_Belur.jpg/500px-The_Courtyard_of_Chennakesava_Temple_-_Belur.jpg
191,Shettihalli Rosary Church,Hassan,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Gothic-style church that remains submerged during monsoons.,"It's a well-known attraction, popular for sunset photography.","Visitors flock here for sunset photography, boat ride to the ruins, history tour -- a well-loved spot in Hassan district.",Category: Attraction,Known for: Gothic-style church that remains submerged during monsoons,"Popular activities: Sunset photography, Boat ride to the ruins, History tour",medium,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Shettihalli_Church..jpg/500px-Shettihalli_Church..jpg
194,Gorur Dam (Hemavati Dam),Hassan,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Large reservoir on the Hemavati river with scenic views.,"It's a well-known attraction, popular for picnic.","Visitors flock here for picnic, bird watching, photography during water release -- a well-loved spot in Hassan district.",Category: Attraction,Known for: Large reservoir on the Hemavati river with scenic views,"Popular activities: Picnic, Bird watching, Photography during water release",medium,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Gorur_Dam-1.jpg/500px-Gorur_Dam-1.jpg
197,Maharaja Park,Hassan,"Somewhere in Karnataka, this park holds a story worth uncovering.",Lush green lung of this region city with tall trees.,"It's a well-known park, popular for evening walks.","Visitors flock here for evening walks, family picnic, children's play area -- a well-loved spot in Hassan district.",Category: Park,Known for: Lush green lung of Hassan city with tall trees,"Popular activities: Evening walks, Family picnic, Children's play area",medium,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Hampi_virupaksha_temple.jpg/500px-Hampi_virupaksha_temple.jpg
200,"Ishvara Temple, Arasikere",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Unique star-shaped Hoysala temple with complex design.,"It's a well-known temple, popular for architecture photography.","Visitors flock here for architecture photography, religious visit -- a well-loved spot in Hassan district.",Category: Temple,Known for: Unique star-shaped Hoysala temple with complex design,"Popular activities: Architecture photography, Religious visit",medium,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Le_temple_Kalameshwara_%28Arsikere%2C_Inde%29_%2814571148061%29.jpg/500px-Le_temple_Kalameshwara_%28Arsikere%2C_Inde%29_%2814571148061%29.jpg
203,"Lakshmi Narasimha Temple, Nuggehalli",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Well-preserved temple with detailed outdoor sculptures.,"It's a well-known temple, popular for architecture study.","Visitors flock here for architecture study, pilgrimage, photography -- a well-loved spot in Hassan district.",Category: Temple,Known for: Well-preserved temple with detailed outdoor sculptures,"Popular activities: Architecture study, Pilgrimage, Photography",medium,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Lakshmi_Narasimha_temple_at_Nuggehalli.JPG/500px-Lakshmi_Narasimha_temple_at_Nuggehalli.JPG
206,"Allalanatha Temple, Kondajji",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Houses a 14-foot tall idol of Lord Chennakeshava.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, viewing the massive stone idol -- a well-loved spot in Hassan district.",Category: Temple,Known for: Houses a 14-foot tall idol of Lord Chennakeshava,"Popular activities: Pilgrimage, Viewing the massive stone idol",medium,13.0072,76.0962,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Allalanatha%20Temple%2C%20Kondajji
209,Yagachi Dam,Hassan,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Water sports hub on the Yagachi river.,"It's a well-known attraction, popular for kayaking.","Visitors flock here for kayaking, jet skiing, speed boating, picnic -- a well-loved spot in Hassan district.",Category: Attraction,Known for: Water sports hub on the Yagachi river,"Popular activities: Kayaking, Jet skiing, Speed boating, Picnic",medium,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Bahubali_sravanabelagola_heritageplace.jpg/500px-Bahubali_sravanabelagola_heritageplace.jpg
212,Gendekatte Park,Hassan,"Somewhere in Karnataka, this park holds a story worth uncovering.",Deer park and forest reserve near this region town.,"It's a well-known park, popular for wildlife viewing.","Visitors flock here for wildlife viewing, morning walks, nature photography -- a well-loved spot in Hassan district.",Category: Park,Known for: Deer park and forest reserve near Hassan town,"Popular activities: Wildlife viewing, Morning walks, Nature photography",medium,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Hassan._court_-1.jpg/500px-Hassan._court_-1.jpg
215,"Yoganarasimha Swamy Temple, Gorur",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Historic temple on the banks of the Hemavati.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, river-side relaxation, photography -- a well-loved spot in Hassan district.",Category: Temple,Known for: Historic temple on the banks of the Hemavati,"Popular activities: Pilgrimage, River-side relaxation, Photography",medium,13.0072,76.0962,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Yoganarasimha%20Swamy%20Temple%2C%20Gorur
